"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","Y"
"17385",29,"management","single","tertiary","no",91,"yes","no","telephone",28,"jul",426,4,-1,0,"unknown","no"
"11255",46,"admin.","married","secondary","no",126,"no","no","unknown",18,"jun",1255,1,-1,0,"unknown","yes"
"11215",44,"management","married","tertiary","no",17361,"no","no","unknown",18,"jun",476,1,-1,0,"unknown","no"
"668",40,"technician","single","secondary","no",200,"yes","no","unknown",6,"may",322,2,-1,0,"unknown","no"
"28542",30,"technician","single","secondary","no",0,"no","no","cellular",29,"jan",624,2,-1,0,"unknown","no"
"36166",40,"management","married","tertiary","no",-17,"yes","yes","cellular",11,"may",474,1,256,1,"success","yes"
"14360",47,"admin.","married","secondary","no",104,"yes","yes","cellular",14,"jul",77,2,-1,0,"unknown","no"
"21405",45,"blue-collar","married","primary","no",47,"no","yes","cellular",18,"aug",128,4,-1,0,"unknown","no"
"37209",34,"management","married","tertiary","no",0,"yes","no","cellular",13,"may",324,2,-1,0,"unknown","no"
"27748",28,"housemaid","married","primary","no",5,"no","no","cellular",28,"jan",30,1,-1,0,"unknown","no"
"37464",56,"technician","married","unknown","no",84,"yes","no","cellular",13,"may",65,2,370,1,"failure","no"
"17643",42,"technician","single","tertiary","no",2625,"no","no","cellular",29,"jul",2516,2,-1,0,"unknown","yes"
"43941",39,"technician","single","secondary","no",1435,"no","no","cellular",17,"jun",383,1,296,19,"other","yes"
"19887",33,"management","married","tertiary","no",1047,"no","no","cellular",8,"aug",512,4,-1,0,"unknown","yes"
"7308",32,"admin.","married","secondary","no",340,"yes","no","unknown",29,"may",665,1,-1,0,"unknown","no"
"37416",27,"blue-collar","single","primary","no",265,"yes","no","cellular",13,"may",1119,2,-1,0,"unknown","yes"
"24994",51,"technician","married","secondary","no",532,"yes","yes","cellular",18,"nov",346,1,-1,0,"unknown","no"
"20297",32,"management","single","secondary","no",2018,"no","no","cellular",11,"aug",1238,1,-1,0,"unknown","yes"
"35803",36,"services","married","tertiary","no",0,"yes","no","cellular",8,"may",52,1,-1,0,"unknown","no"
"35",51,"management","married","tertiary","no",10635,"yes","no","unknown",5,"may",336,1,-1,0,"unknown","no"
"29303",26,"self-employed","single","tertiary","no",458,"yes","yes","cellular",2,"feb",117,7,-1,0,"unknown","no"
"2823",42,"admin.","divorced","secondary","no",146,"yes","no","unknown",14,"may",148,2,-1,0,"unknown","no"
"28096",31,"services","single","secondary","no",1709,"no","yes","telephone",28,"jan",944,3,-1,0,"unknown","yes"
"37936",36,"blue-collar","married","primary","no",4608,"yes","no","cellular",14,"may",284,7,-1,0,"unknown","no"
"40082",25,"admin.","single","secondary","no",1871,"no","no","cellular",4,"jun",136,1,-1,0,"unknown","yes"
"28796",36,"blue-collar","married","secondary","no",160,"yes","no","cellular",30,"jan",344,2,-1,0,"unknown","no"
"16427",47,"technician","single","secondary","no",1101,"yes","no","cellular",23,"jul",957,3,-1,0,"unknown","yes"
"38162",41,"blue-collar","divorced","secondary","no",793,"yes","no","cellular",15,"may",123,1,365,1,"failure","no"
"39418",27,"student","single","tertiary","no",3733,"yes","no","cellular",22,"may",198,1,98,6,"success","yes"
"20044",49,"technician","divorced","secondary","no",229,"no","no","cellular",8,"aug",219,2,-1,0,"unknown","no"
"22717",30,"technician","single","secondary","no",175,"no","no","cellular",25,"aug",167,4,-1,0,"unknown","no"
"137",32,"technician","single","secondary","no",0,"yes","no","unknown",5,"may",136,1,-1,0,"unknown","no"
"15928",45,"technician","married","secondary","no",-847,"no","yes","cellular",22,"jul",312,1,-1,0,"unknown","no"
"42218",32,"technician","single","tertiary","no",6746,"no","no","cellular",11,"nov",199,1,-1,0,"unknown","yes"
"34046",38,"housemaid","married","primary","no",196,"no","no","cellular",30,"apr",574,1,-1,0,"unknown","yes"
"26891",30,"admin.","married","secondary","no",111,"no","yes","cellular",21,"nov",86,3,133,1,"failure","no"
"23245",43,"management","married","tertiary","no",46,"no","no","cellular",27,"aug",63,8,-1,0,"unknown","no"
"18329",37,"technician","married","tertiary","no",7,"yes","yes","cellular",31,"jul",18,10,-1,0,"unknown","no"
"42504",57,"retired","married","secondary","no",5313,"no","no","cellular",16,"dec",283,2,196,1,"success","yes"
"2866",41,"blue-collar","married","secondary","no",2823,"yes","no","unknown",14,"may",858,1,-1,0,"unknown","yes"
"31036",40,"technician","divorced","tertiary","no",4736,"yes","no","cellular",11,"feb",285,2,-1,0,"unknown","yes"
"25563",32,"blue-collar","married","primary","no",3136,"yes","no","cellular",19,"nov",820,1,-1,0,"unknown","yes"
"12745",45,"management","married","tertiary","no",1447,"yes","yes","cellular",7,"jul",461,2,-1,0,"unknown","no"
"37235",45,"management","divorced","tertiary","no",2813,"yes","no","cellular",13,"may",43,1,-1,0,"unknown","no"
"2520",52,"management","married","unknown","no",2240,"yes","no","unknown",13,"may",845,1,-1,0,"unknown","yes"
"45098",61,"self-employed","married","tertiary","no",10861,"no","no","cellular",25,"oct",225,1,91,5,"success","yes"
"17095",51,"blue-collar","married","primary","no",0,"yes","yes","cellular",25,"jul",946,3,-1,0,"unknown","yes"
"12910",26,"blue-collar","single","secondary","yes",-8019,"no","yes","cellular",7,"jul",299,3,-1,0,"unknown","no"
"27625",32,"services","single","secondary","no",344,"no","yes","cellular",21,"nov",21,7,141,9,"other","no"
"43811",26,"entrepreneur","single","secondary","no",681,"no","yes","unknown",27,"may",137,1,-1,0,"unknown","no"
"42916",29,"housemaid","single","tertiary","no",19,"no","no","cellular",5,"feb",110,2,64,2,"success","yes"
"37627",31,"blue-collar","single","tertiary","no",328,"yes","no","cellular",14,"may",414,1,175,1,"failure","no"
"29668",58,"self-employed","married","secondary","no",0,"yes","no","telephone",3,"feb",702,3,264,9,"failure","no"
"25590",30,"self-employed","single","secondary","no",-617,"no","yes","cellular",19,"nov",925,1,-1,0,"unknown","yes"
"24012",46,"unemployed","married","secondary","no",46,"no","no","telephone",29,"aug",74,2,-1,0,"unknown","no"
"41171",42,"management","married","tertiary","no",976,"no","no","cellular",19,"aug",164,1,-1,0,"unknown","yes"
"8584",38,"blue-collar","married","primary","no",0,"yes","no","unknown",3,"jun",179,2,-1,0,"unknown","no"
"33153",46,"management","married","primary","no",3229,"yes","no","cellular",20,"apr",1550,1,-1,0,"unknown","yes"
"3918",37,"services","single","secondary","no",934,"yes","no","unknown",16,"may",242,3,-1,0,"unknown","no"
"22356",32,"technician","married","secondary","no",14,"no","no","cellular",22,"aug",313,6,-1,0,"unknown","no"
"43108",45,"management","single","tertiary","no",483,"no","no","cellular",23,"feb",95,2,265,11,"other","yes"
"26045",43,"admin.","single","secondary","no",733,"yes","no","cellular",19,"nov",1102,3,-1,0,"unknown","yes"
"15783",33,"student","married","secondary","no",0,"no","no","cellular",21,"jul",100,1,-1,0,"unknown","no"
"21562",49,"technician","married","secondary","no",673,"yes","no","cellular",19,"aug",501,2,-1,0,"unknown","no"
"7154",48,"management","married","tertiary","no",1533,"no","no","unknown",29,"may",358,1,-1,0,"unknown","no"
"26179",30,"student","single","unknown","no",809,"no","no","cellular",20,"nov",26,5,171,2,"failure","no"
"35747",49,"management","married","tertiary","no",1311,"yes","no","cellular",8,"may",813,1,-1,0,"unknown","yes"
"42368",34,"admin.","married","tertiary","no",69,"no","yes","cellular",25,"nov",296,1,205,2,"failure","yes"
"19725",54,"management","married","tertiary","no",2819,"no","no","cellular",7,"aug",123,3,-1,0,"unknown","no"
"24152",33,"unemployed","divorced","secondary","no",1005,"yes","no","telephone",10,"nov",175,1,174,2,"failure","no"
"1653",42,"blue-collar","married","secondary","no",117,"yes","no","unknown",9,"may",147,1,-1,0,"unknown","no"
"18760",54,"management","married","tertiary","no",1197,"yes","yes","cellular",31,"jul",11,5,-1,0,"unknown","no"
"240",49,"blue-collar","divorced","primary","no",-9,"yes","yes","unknown",5,"may",389,1,-1,0,"unknown","no"
"30436",27,"management","single","tertiary","no",497,"no","no","cellular",5,"feb",125,1,-1,0,"unknown","no"
"40431",22,"services","single","secondary","no",2273,"no","yes","cellular",2,"jul",98,1,-1,0,"unknown","no"
"29204",31,"admin.","single","secondary","no",338,"no","no","cellular",2,"feb",155,2,-1,0,"unknown","no"
"43469",45,"blue-collar","single","primary","no",116,"no","no","unknown",13,"apr",122,1,-1,0,"unknown","yes"
"8364",39,"blue-collar","single","secondary","no",277,"yes","no","unknown",3,"jun",20,8,-1,0,"unknown","no"
"33963",38,"unemployed","married","tertiary","no",2812,"yes","no","cellular",30,"apr",830,1,-1,0,"unknown","yes"
"41333",34,"blue-collar","married","secondary","no",1464,"yes","no","cellular",28,"aug",207,3,130,5,"other","yes"
"44011",49,"admin.","single","secondary","no",293,"no","no","cellular",28,"jun",452,1,-1,0,"unknown","yes"
"1479",32,"admin.","single","secondary","no",184,"yes","no","unknown",8,"may",230,4,-1,0,"unknown","no"
"6080",24,"blue-collar","married","secondary","no",9,"yes","no","unknown",27,"may",292,7,-1,0,"unknown","no"
"13352",41,"blue-collar","married","secondary","no",232,"no","no","telephone",8,"jul",104,3,-1,0,"unknown","no"
"26473",32,"blue-collar","married","secondary","no",3166,"yes","no","cellular",20,"nov",418,3,-1,0,"unknown","no"
"21381",31,"management","single","tertiary","no",41,"yes","no","cellular",18,"aug",392,2,-1,0,"unknown","no"
"275",37,"admin.","married","secondary","no",190,"yes","no","unknown",5,"may",92,2,-1,0,"unknown","no"
"34072",50,"management","married","tertiary","no",938,"no","no","cellular",30,"apr",780,1,-1,0,"unknown","yes"
"26195",34,"admin.","single","secondary","no",296,"no","no","cellular",20,"nov",68,1,136,4,"failure","no"
"41913",61,"management","married","tertiary","no",267,"no","no","cellular",21,"oct",192,3,184,1,"success","yes"
"41774",39,"technician","divorced","secondary","no",385,"no","no","cellular",13,"oct",242,1,48,2,"failure","yes"
"19393",45,"self-employed","married","secondary","no",140,"yes","no","cellular",6,"aug",192,3,-1,0,"unknown","no"
"44147",65,"retired","divorced","secondary","no",828,"no","no","cellular",13,"jul",305,1,-1,0,"unknown","yes"
"24191",54,"admin.","married","secondary","no",4028,"yes","no","cellular",17,"nov",146,1,-1,0,"unknown","no"
"7729",35,"technician","divorced","secondary","no",5724,"yes","no","unknown",30,"may",691,10,-1,0,"unknown","yes"
"12719",39,"technician","single","secondary","no",506,"yes","no","cellular",7,"jul",718,2,-1,0,"unknown","yes"
"5979",45,"management","divorced","tertiary","no",-901,"yes","no","unknown",26,"may",86,3,-1,0,"unknown","no"
"45015",36,"blue-collar","single","tertiary","no",1830,"no","no","cellular",14,"oct",183,1,91,11,"failure","no"
"38704",28,"blue-collar","single","primary","no",1518,"yes","no","cellular",15,"may",204,3,359,3,"failure","no"
"7886",59,"admin.","married","primary","no",2532,"yes","no","unknown",30,"may",110,6,-1,0,"unknown","no"
"9484",48,"management","married","tertiary","no",0,"yes","no","unknown",6,"jun",300,5,-1,0,"unknown","no"
"35689",23,"technician","single","secondary","no",4,"yes","no","cellular",8,"may",763,1,-1,0,"unknown","yes"
"34309",31,"technician","married","secondary","no",4182,"yes","no","cellular",4,"may",347,2,-1,0,"unknown","yes"
"8442",37,"self-employed","married","tertiary","no",1510,"yes","no","unknown",3,"jun",88,2,-1,0,"unknown","no"
"35621",38,"blue-collar","married","secondary","no",117,"yes","no","cellular",7,"may",54,1,337,1,"failure","no"
"15983",42,"management","married","tertiary","no",1336,"yes","yes","cellular",22,"jul",65,1,-1,0,"unknown","no"
"25408",30,"admin.","married","secondary","no",8781,"yes","no","cellular",18,"nov",898,1,-1,0,"unknown","yes"
"8088",31,"blue-collar","single","secondary","no",4415,"yes","no","unknown",2,"jun",329,1,-1,0,"unknown","no"
"24151",31,"management","married","tertiary","no",163,"yes","yes","telephone",10,"nov",107,1,-1,0,"unknown","no"
"27719",50,"technician","married","tertiary","no",72,"no","no","telephone",5,"dec",12,1,-1,0,"unknown","no"
"30180",35,"blue-collar","married","secondary","no",-151,"yes","no","cellular",5,"feb",96,2,-1,0,"unknown","no"
"109",59,"retired","single","secondary","no",30,"yes","no","unknown",5,"may",514,1,-1,0,"unknown","no"
"41341",39,"blue-collar","single","primary","no",24277,"no","no","cellular",28,"aug",261,1,-1,0,"unknown","yes"
"37016",33,"blue-collar","married","secondary","no",20,"yes","yes","cellular",13,"may",259,1,370,3,"failure","no"
"39184",37,"blue-collar","married","secondary","no",139,"yes","no","cellular",18,"may",412,5,-1,0,"unknown","no"
"6017",43,"services","married","primary","no",448,"yes","no","unknown",26,"may",118,6,-1,0,"unknown","no"
"19398",30,"technician","single","tertiary","no",1081,"no","no","cellular",6,"aug",377,2,-1,0,"unknown","no"
"18107",44,"management","married","secondary","no",-665,"no","no","cellular",30,"jul",342,3,-1,0,"unknown","no"
"16275",42,"management","divorced","secondary","no",283,"yes","no","cellular",23,"jul",761,1,-1,0,"unknown","yes"
"30235",42,"blue-collar","married","primary","no",1520,"yes","no","cellular",5,"feb",115,1,-1,0,"unknown","no"
"20358",50,"blue-collar","married","primary","no",0,"no","no","cellular",11,"aug",72,5,-1,0,"unknown","no"
"14039",34,"management","married","tertiary","no",-73,"yes","no","cellular",11,"jul",90,1,-1,0,"unknown","no"
"28884",44,"management","single","tertiary","no",780,"yes","no","cellular",30,"jan",511,2,-1,0,"unknown","no"
"41383",48,"management","divorced","tertiary","no",17964,"yes","no","cellular",1,"sep",120,1,98,5,"success","yes"
"7108",40,"admin.","married","primary","no",1314,"yes","no","unknown",29,"may",284,1,-1,0,"unknown","no"
"40458",41,"entrepreneur","married","primary","no",0,"no","no","cellular",3,"jul",438,2,389,1,"other","yes"
"10533",30,"services","single","tertiary","no",44,"no","no","unknown",16,"jun",108,2,-1,0,"unknown","no"
"4582",38,"services","married","secondary","yes",-242,"yes","yes","unknown",20,"may",236,2,-1,0,"unknown","no"
"24772",31,"admin.","single","secondary","no",19,"yes","no","cellular",18,"nov",1978,1,-1,0,"unknown","yes"
"36448",29,"blue-collar","single","secondary","no",309,"yes","no","cellular",11,"may",471,3,-1,0,"unknown","no"
"43562",26,"management","single","tertiary","no",1438,"no","no","cellular",27,"apr",321,1,449,1,"other","yes"
"2484",60,"blue-collar","married","primary","no",1262,"yes","yes","unknown",13,"may",1015,1,-1,0,"unknown","yes"
"40047",46,"management","married","tertiary","no",946,"yes","no","cellular",3,"jun",295,4,-1,0,"unknown","no"
"43636",72,"retired","married","primary","no",2304,"no","no","telephone",5,"may",510,4,-1,0,"unknown","yes"
"41775",31,"self-employed","married","secondary","no",581,"yes","no","cellular",13,"oct",845,1,152,6,"failure","no"
"1141",46,"blue-collar","single","tertiary","no",460,"yes","no","unknown",7,"may",1102,2,-1,0,"unknown","yes"
"29000",32,"management","married","tertiary","no",1852,"no","no","cellular",2,"feb",175,2,-1,0,"unknown","no"
"18935",37,"management","married","tertiary","no",561,"no","no","cellular",4,"aug",204,2,-1,0,"unknown","no"
"32266",20,"blue-collar","single","secondary","no",423,"yes","no","cellular",16,"apr",498,1,-1,0,"unknown","yes"
"13710",52,"admin.","married","secondary","no",3422,"no","no","cellular",10,"jul",168,1,-1,0,"unknown","no"
"41575",46,"management","married","tertiary","no",273,"yes","no","cellular",15,"sep",1962,1,105,3,"failure","yes"
"18970",54,"services","married","secondary","no",770,"no","no","cellular",4,"aug",151,1,-1,0,"unknown","no"
"39018",28,"admin.","single","secondary","no",352,"yes","yes","cellular",18,"may",431,1,-1,0,"unknown","yes"
"14686",41,"blue-collar","divorced","primary","no",664,"no","yes","cellular",15,"jul",955,5,-1,0,"unknown","yes"
"29102",31,"unemployed","single","secondary","no",284,"yes","no","cellular",2,"feb",855,1,-1,0,"unknown","yes"
"37425",45,"blue-collar","married","secondary","no",577,"yes","no","cellular",13,"may",154,2,350,3,"failure","no"
"29637",29,"entrepreneur","single","tertiary","no",1028,"no","no","cellular",3,"feb",667,2,-1,0,"unknown","no"
"13658",31,"blue-collar","married","primary","no",498,"yes","yes","cellular",9,"jul",445,2,-1,0,"unknown","no"
"12279",53,"housemaid","married","primary","no",0,"no","no","unknown",24,"jun",51,8,-1,0,"unknown","no"
"10348",50,"blue-collar","married","primary","no",260,"yes","no","unknown",12,"jun",237,1,-1,0,"unknown","no"
