"year","age","maritl","race","education","jobclass","wage"
2008,58,"1. Never Married","1. White","1. < HS Grad","2. Information",90.4819133566401
2003,23,"1. Never Married","1. White","4. College Grad","1. Industrial",76.8936025176112
2004,50,"2. Married","1. White","4. College Grad","2. Information",127.115743812184
2004,35,"1. Never Married","1. White","5. Advanced Degree","2. Information",118.884359339886
2006,38,"2. Married","1. White","5. Advanced Degree","2. Information",200.543262324662
2004,36,"2. Married","1. White","2. HS Grad","1. Industrial",87.9810327856054
2005,32,"2. Married","1. White","5. Advanced Degree","2. Information",148.413159102577
2003,56,"2. Married","1. White","5. Advanced Degree","2. Information",268.266292012557
2005,41,"2. Married","1. White","3. Some College","2. Information",87.9810327856054
2004,40,"1. Never Married","1. White","2. HS Grad","1. Industrial",99.6894636984864
2004,26,"1. Never Married","1. White","4. College Grad","1. Industrial",82.6796372966372
2006,26,"2. Married","1. White","2. HS Grad","2. Information",130.982177377461
2008,47,"4. Divorced","1. White","4. College Grad","2. Information",NA
2007,25,"1. Never Married","2. Black","4. College Grad","2. Information",54.5981500331442
2006,58,"2. Married","2. Black","3. Some College","2. Information",309.5717712662
2008,57,"2. Married","1. White","2. HS Grad","2. Information",NA
2003,30,"1. Never Married","1. White","1. < HS Grad","2. Information",59.6286455536557
2007,44,"2. Married","1. White","4. College Grad","2. Information",166.324941233877
2009,29,"2. Married","1. White","2. HS Grad","1. Industrial",79.8549003093467
2007,51,"2. Married","1. White","4. College Grad","1. Industrial",118.884359339886
2006,37,"2. Married","1. White","1. < HS Grad","1. Industrial",NA
2004,67,"2. Married","3. Asian","5. Advanced Degree","2. Information",160.642475408263
2009,34,"2. Married","1. White","1. < HS Grad","1. Industrial",NA
2003,50,"2. Married","1. White","5. Advanced Degree","2. Information",120.589436530402
2005,38,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2008,55,"2. Married","1. White","4. College Grad","2. Information",171.765132627508
2003,27,"1. Never Married","1. White","3. Some College","1. Industrial",120.589436530402
2007,39,"2. Married","1. White","3. Some College","1. Industrial",134.705375118879
2007,54,"2. Married","1. White","3. Some College","1. Industrial",148.413159102577
2008,55,"4. Divorced","1. White","5. Advanced Degree","2. Information",129.453644576625
2003,49,"2. Married","2. Black","3. Some College","2. Information",134.705375118879
2003,42,"2. Married","1. White","1. < HS Grad","1. Industrial",56.9055391446732
2005,39,"2. Married","1. White","4. College Grad","1. Industrial",87.9810327856054
2003,32,"1. Never Married","1. White","2. HS Grad","1. Industrial",NA
2005,39,"2. Married","1. White","3. Some College","1. Industrial",128.680488220624
2003,50,"2. Married","1. White","5. Advanced Degree","2. Information",134.705375118879
2004,47,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2003,40,"1. Never Married","1. White","3. Some College","1. Industrial",87.9810327856054
2006,51,"1. Never Married","1. White","3. Some College","2. Information",118.884359339886
2009,28,"2. Married","3. Asian","3. Some College","1. Industrial",68.7480877337669
2007,53,"4. Divorced","1. White","3. Some College","1. Industrial",NA
2005,54,"2. Married","1. White","3. Some College","2. Information",118.884359339886
2009,51,"2. Married","1. White","4. College Grad","2. Information",91.6992261117042
2008,33,"2. Married","1. White","5. Advanced Degree","1. Industrial",134.705375118879
2008,55,"2. Married","1. White","4. College Grad","1. Industrial",127.115743812184
2003,44,"2. Married","1. White","5. Advanced Degree","1. Industrial",100.764272842107
2009,30,"2. Married","1. White","3. Some College","1. Industrial",105.927810775063
2005,40,"2. Married","3. Asian","5. Advanced Degree","2. Information",87.9810327856054
2007,26,"2. Married","1. White","2. HS Grad","1. Industrial",99.6894636984864
2006,49,"2. Married","3. Asian","4. College Grad","2. Information",112.6488963421
2004,43,"2. Married","1. White","5. Advanced Degree","1. Industrial",163.515863976238
2004,43,"1. Never Married","2. Black","3. Some College","1. Industrial",82.6796372966372
2008,44,"2. Married","1. White","2. HS Grad","1. Industrial",79.8549003093467
2006,32,"1. Never Married","1. White","4. College Grad","1. Industrial",49.5553381215226
2009,34,"2. Married","3. Asian","5. Advanced Degree","2. Information",152.838800991182
2009,36,"2. Married","3. Asian","4. College Grad","2. Information",148.413159102577
2006,51,"2. Married","1. White","1. < HS Grad","1. Industrial",101.402052302992
2007,42,"2. Married","1. White","3. Some College","2. Information",95.6888119067371
2003,NA,"2. Married","1. White","5. Advanced Degree","1. Industrial",118.884359339886
2004,36,"2. Married","1. White","2. HS Grad","1. Industrial",76.8936025176112
2006,47,"2. Married","1. White","3. Some College","1. Industrial",118.884359339886
2004,60,"2. Married","1. White","3. Some College","2. Information",138.299126920883
2003,22,"1. Never Married","1. White","2. HS Grad","1. Industrial",54.5981500331442
2005,41,"1. Never Married","2. Black","2. HS Grad","1. Industrial",65.1108537153447
2003,56,"4. Divorced","1. White","4. College Grad","1. Industrial",NA
2003,44,"2. Married","1. White","2. HS Grad","1. Industrial",73.7757432746946
2005,49,"2. Married","1. White","4. College Grad","1. Industrial",105.927810775063
2006,45,"2. Married","1. White","4. College Grad","2. Information",116.265324062503
2003,25,"1. Never Married","1. White","3. Some College","1. Industrial",94.0727147457005
2007,52,"2. Married","1. White","3. Some College","1. Industrial",118.884359339886
2003,30,"2. Married","1. White","5. Advanced Degree","2. Information",148.413159102577
2009,29,"2. Married","1. White","2. HS Grad","1. Industrial",104.921506533664
2007,23,"2. Married","1. White","4. College Grad","2. Information",79.8549003093467
2007,48,"4. Divorced","1. White","2. HS Grad","2. Information",NA
2009,44,"2. Married","1. White","2. HS Grad","2. Information",109.833985642199
2003,62,"2. Married","1. White","4. College Grad","1. Industrial",127.115743812184
2006,33,"2. Married","1. White","5. Advanced Degree","1. Industrial",151.591484239814
2008,51,"2. Married","1. White","2. HS Grad","2. Information",105.927810775063
2006,36,"2. Married","1. White","5. Advanced Degree","2. Information",200.543262324662
2005,23,"2. Married","1. White","2. HS Grad","1. Industrial",59.0970640815891
2003,51,"4. Divorced","1. White","2. HS Grad","1. Industrial",NA
2008,47,"2. Married","1. White","4. College Grad","1. Industrial",176.989650489877
2003,34,"1. Never Married","1. White","2. HS Grad","2. Information",103.90247060316
2004,34,"2. Married","1. White","2. HS Grad","2. Information",NA
2009,43,"2. Married","1. White","5. Advanced Degree","2. Information",200.543262324662
2006,43,"5. Separated","1. White","3. Some College","2. Information",101.82435207568
2009,40,"1. Never Married","1. White","4. College Grad","1. Industrial",163.515863976238
2005,59,"2. Married","1. White","2. HS Grad","2. Information",104.921506533664
2008,53,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2004,32,"2. Married","1. White","2. HS Grad","2. Information",104.921506533664
2008,48,"2. Married","1. White","2. HS Grad","1. Industrial",107.903923866876
2008,37,"1. Never Married","1. White","5. Advanced Degree","2. Information",182.020620963512
2006,20,"1. Never Married","2. Black","3. Some College","2. Information",75.0431540173515
2004,32,"2. Married","1. White","2. HS Grad","2. Information",61.1875264339915
2004,40,"1. Never Married","1. White","2. HS Grad","1. Industrial",85.3839403789827
2004,48,"2. Married","1. White","3. Some College","2. Information",123.823733834101
2005,NA,"2. Married","1. White","4. College Grad","2. Information",176.989650489877
2009,56,"2. Married","3. Asian","5. Advanced Degree","2. Information",118.884359339886
2003,55,"2. Married","1. White","5. Advanced Degree","2. Information",268.266292012557
2008,38,"1. Never Married","1. White","2. HS Grad","1. Industrial",89.4924795180001
2006,52,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2003,40,"2. Married","1. White","5. Advanced Degree","2. Information",127.115743812184
2005,29,"2. Married","1. White","5. Advanced Degree","2. Information",115.375038556391
2007,45,"2. Married","1. White","4. College Grad","2. Information",130.983694295002
2003,39,"2. Married","3. Asian","1. < HS Grad","1. Industrial",68.7480877337669
2005,50,"2. Married","1. White","4. College Grad","1. Industrial",182.020620963512
2003,50,"2. Married","1. White","5. Advanced Degree","2. Information",143.808556824369
2004,57,"2. Married","3. Asian","5. Advanced Degree","2. Information",134.705375118879
2003,30,"2. Married","1. White","2. HS Grad","1. Industrial",63.1888610037461
2005,56,"4. Divorced","2. Black","3. Some College","2. Information",75.3556793180091
2008,43,"2. Married","3. Asian","5. Advanced Degree","2. Information",176.990675361059
2004,43,"2. Married","1. White","4. College Grad","2. Information",104.921506533664
2005,67,"2. Married","2. Black","3. Some College","2. Information",123.089699847943
2005,50,"2. Married","1. White","2. HS Grad","2. Information",111.720849360989
2005,49,"2. Married","1. White","3. Some College","2. Information",111.720849360989
2004,50,"2. Married","1. White","2. HS Grad","1. Industrial",87.9810327856054
2004,59,"2. Married","2. Black","4. College Grad","2. Information",144.210761166057
2007,51,"2. Married","1. White","3. Some College","1. Industrial",117.146816914805
2005,39,"2. Married","1. White","2. HS Grad","1. Industrial",78.3924668009837
2009,54,"2. Married","2. Black","3. Some College","1. Industrial",NA
2004,55,"2. Married","1. White","3. Some College","2. Information",123.089699847943
2005,45,"2. Married","1. White","3. Some College","1. Industrial",127.115743812184
2003,54,"2. Married","1. White","3. Some College","2. Information",139.00340805947
2008,23,"1. Never Married","1. White","2. HS Grad",NA,NA
2003,74,"3. Widowed","2. Black","4. College Grad","2. Information",70.4760196469445
2005,52,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2005,25,"1. Never Married","1. White","2. HS Grad","1. Industrial",70.8150386167557
2008,45,"1. Never Married","1. White","1. < HS Grad","1. Industrial",NA
2004,37,"2. Married","1. White","3. Some College","2. Information",176.989650489877
2005,55,"2. Married","1. White","3. Some College","1. Industrial",113.567089569751
2004,25,"1. Never Married","1. White","1. < HS Grad","1. Industrial",82.6796372966372
2008,66,"2. Married","1. White","4. College Grad","1. Industrial",148.413159102577
2007,47,"1. Never Married","2. Black","4. College Grad","2. Information",161.222495456794
2005,36,"2. Married","2. Black","4. College Grad","1. Industrial",127.115743812184
2004,63,"2. Married","1. White","2. HS Grad","2. Information",134.705375118879
2003,44,"2. Married","1. White","4. College Grad","1. Industrial",160.642475408263
2009,37,"2. Married","1. White","5. Advanced Degree","2. Information",267.901086855275
2006,32,"1. Never Married","1. White","4. College Grad","1. Industrial",104.921506533664
2004,43,"2. Married","1. White","3. Some College","2. Information",134.705375118879
2009,37,"2. Married","1. White","4. College Grad","2. Information",123.089699847943
2009,26,"1. Never Married","1. White","2. HS Grad","1. Industrial",66.9616443217359
2004,39,"2. Married","1. White","3. Some College","2. Information",91.6992261117042
2008,45,"2. Married","1. White","5. Advanced Degree","2. Information",160.642475408263
2009,40,"1. Never Married","2. Black","4. College Grad","1. Industrial",136.876367635184
2006,51,"2. Married","1. White","5. Advanced Degree","2. Information",153.457515308961
2009,52,"2. Married","2. Black","2. HS Grad","1. Industrial",61.1875264339915
2007,43,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2005,52,"2. Married","1. White","4. College Grad","1. Industrial",114.475713290347
2005,50,"1. Never Married","1. White","5. Advanced Degree","2. Information",182.020620963512
2005,54,"2. Married","1. White","4. College Grad","2. Information",NA
2004,28,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2003,28,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2005,26,"1. Never Married","3. Asian","4. College Grad","2. Information",97.4932940453934
2009,45,"4. Divorced","1. White","2. HS Grad","1. Industrial",NA
2003,34,"4. Divorced","1. White","2. HS Grad","2. Information",NA
2006,73,"2. Married","2. Black","2. HS Grad","2. Information",118.884359339886
2009,31,"1. Never Married","1. White","2. HS Grad","1. Industrial",NA
2005,29,"1. Never Married","1. White","3. Some College","1. Industrial",90.4819133566401
2008,40,"2. Married","1. White","5. Advanced Degree","2. Information",160.642475408263
2003,38,"2. Married","1. White","5. Advanced Degree","2. Information",179.528092196451
2004,42,"2. Married","1. White","3. Some College","1. Industrial",147.766776237856
2007,50,"2. Married","1. White","2. HS Grad","2. Information",NA
2008,51,"2. Married","1. White","2. HS Grad","1. Industrial",59.0328548279404
2009,40,"5. Separated","1. White","2. HS Grad","2. Information",NA
2008,25,"1. Never Married","1. White","4. College Grad","2. Information",49.5553381215226
2009,47,"4. Divorced","1. White","4. College Grad","1. Industrial",NA
2009,27,"2. Married","1. White","3. Some College","2. Information",81.2832532842527
2003,53,"4. Divorced","1. White","4. College Grad","1. Industrial",NA
2004,67,"2. Married","2. Black","1. < HS Grad","2. Information",87.9810327856054
2008,40,"2. Married","3. Asian","4. College Grad","2. Information",130.982177377461
2003,44,"2. Married","2. Black","4. College Grad","1. Industrial",87.9810327856054
